config_bundle,config_record_id,config_sha256,machine,method,model,run_name,source_path,task
artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__direct/config.json,matrix_balanced721_qwen05_e1_has_vul_direct,4f5db4e836a22a8fe8987fc353f5344e62917185ce7f09ac9e7cdd1ca495c8d8,compute_node_a,direct,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__has_vul__direct,artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__direct/config.json,has_vul
artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__full/config.json,matrix_balanced721_qwen05_e1_has_vul_full,5159a5395c654d60a84b54cf972b4c72838839176c911d80fbadd739b1f10b22,compute_node_a,full,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__has_vul__full,artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__full/config.json,has_vul
artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__prompt/config.json,matrix_balanced721_qwen05_e1_has_vul_prompt,c97802ceff1e92b421b91fe3a39cde90415a34cd1ba8b95912ec968c9bb9647c,compute_node_a,prompt,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__has_vul__prompt,artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__prompt/config.json,has_vul
artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__qlora/config.json,matrix_balanced721_qwen05_e1_has_vul_qlora,f511882aae0b5443d46a0029f0ae89c9675ed0443a11cd47be2389f2079c727a,compute_node_a,qlora,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__has_vul__qlora,artifacts/configs/matrix_balanced721_qwen05_e1__has_vul__qlora/config.json,has_vul
artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__direct/config.json,matrix_balanced721_qwen05_e1_vul_line_direct,fc5b863378c4354ee12632181a556494b6b37809d2aeb674d163075e83e557f9,compute_node_a,direct,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_line__direct,artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__direct/config.json,vul_line
artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__full/config.json,matrix_balanced721_qwen05_e1_vul_line_full,7f7b7af4e9023d7450510a77337d8276688d26cdd41c11d6e89b41b8d54a0f86,compute_node_a,full,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_line__full,artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__full/config.json,vul_line
artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__prompt/config.json,matrix_balanced721_qwen05_e1_vul_line_prompt,addaf8f79c6a9d0266ac58ec06c832016fa30f3f7c9261c935b0d1f3bd72acbb,compute_node_a,prompt,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_line__prompt,artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__prompt/config.json,vul_line
artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__qlora/config.json,matrix_balanced721_qwen05_e1_vul_line_qlora,ea36ad9e9ca7ddc542633f3e33873873070681eea6b0b62aa518eb63e9bd32db,compute_node_a,qlora,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_line__qlora,artifacts/configs/matrix_balanced721_qwen05_e1__vul_line__qlora/config.json,vul_line
artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__direct/config.json,matrix_balanced721_qwen05_e1_vul_type_direct,0476a32c42ee2eb8e3eb92bf3e30263edc0abe806f888334c29b36be0a8cdafa,compute_node_a,direct,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_type__direct,artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__direct/config.json,vul_type
artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__full/config.json,matrix_balanced721_qwen05_e1_vul_type_full,5eb96a1ff27ecf586c84bbd6f3e90297136ed7d9c987aaaf394bb99f421964c8,compute_node_a,full,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_type__full,artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__full/config.json,vul_type
artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__prompt/config.json,matrix_balanced721_qwen05_e1_vul_type_prompt,1c0539e3aa9bffc8bd3dffd9f256153f2803f7e6db8ab0426180f838075c6eee,compute_node_a,prompt,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_type__prompt,artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__prompt/config.json,vul_type
artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__qlora/config.json,matrix_balanced721_qwen05_e1_vul_type_qlora,9c45182e143421a3e27e94b73c95d59991d0b7e95f5efe9ba3923b33b9e26bbc,compute_node_a,qlora,Qwen/Qwen2.5-Coder-0.5B-Instruct,matrix_balanced721_qwen05_e1__vul_type__qlora,artifacts/configs/matrix_balanced721_qwen05_e1__vul_type__qlora/config.json,vul_type
artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__direct/config.json,formal_balanced721_qwen25coder15b_e1_has_vul_direct,0060291829bb0c1a8d77c5d2494b89ec328f1a2317100b94935fdc5b44335de1,compute_node_a,direct,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__has_vul__direct,artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__direct/config.json,has_vul
artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__full/config.json,formal_balanced721_qwen25coder15b_e1_has_vul_full,e42e8c41b518debe598802de8c183319c0d55992cd0e7806a82f65303e4bbf8e,compute_node_a,full,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__has_vul__full,artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__full/config.json,has_vul
artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__prompt/config.json,formal_balanced721_qwen25coder15b_e1_has_vul_prompt,6d4a5252e0ad27e1e8192fbdad2d52eb3866a5455cafa526ec2eb08e4e4e7053,compute_node_a,prompt,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__has_vul__prompt,artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__prompt/config.json,has_vul
artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__qlora/config.json,formal_balanced721_qwen25coder15b_e1_has_vul_qlora,72a819613316e029f0b162c7032ba052c1aba947cf9d22a99948e9af8e61272b,compute_node_a,qlora,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__has_vul__qlora,artifacts/configs/formal_balanced721_qwen25coder15b_e1__has_vul__qlora/config.json,has_vul
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__direct/config.json,formal_balanced721_qwen25coder15b_e1_vul_line_direct,16cbf7ab51cf580ef4deccc4d459132bc1792d1cb8c4c970f85cc81b8fedad49,compute_node_a,direct,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_line__direct,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__direct/config.json,vul_line
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__full/config.json,formal_balanced721_qwen25coder15b_e1_vul_line_full,c107c6aa9c5721e9dd94cf2ad3a5613ecca67f05344d79384834d0912228705c,compute_node_a,full,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_line__full,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__full/config.json,vul_line
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__prompt/config.json,formal_balanced721_qwen25coder15b_e1_vul_line_prompt,70ccb7f6646e4ca2d0c33f37e01bd4918954365291109d14c5748e27c5f794fd,compute_node_a,prompt,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_line__prompt,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__prompt/config.json,vul_line
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__qlora/config.json,formal_balanced721_qwen25coder15b_e1_vul_line_qlora,37dabbcadfefd98756bc6131fdb807d5789596930d6c933731f5f19c46c015df,compute_node_a,qlora,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_line__qlora,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_line__qlora/config.json,vul_line
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__direct/config.json,formal_balanced721_qwen25coder15b_e1_vul_type_direct,ea64e08b90332db75a905431d231bccb40a8705e0fe86a6506b4377458cf879f,compute_node_a,direct,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_type__direct,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__direct/config.json,vul_type
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__full/config.json,formal_balanced721_qwen25coder15b_e1_vul_type_full,ba6370d0a9950c669c4c79a1b4ca7557c4f6388dab6d0908f2e502448138e456,compute_node_a,full,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_type__full,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__full/config.json,vul_type
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__prompt/config.json,formal_balanced721_qwen25coder15b_e1_vul_type_prompt,ea024528613c86bc6c73ae7ef22247ce60dc8f065fa7ca75fedd1aea1ef9990f,compute_node_a,prompt,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_type__prompt,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__prompt/config.json,vul_type
artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__qlora/config.json,formal_balanced721_qwen25coder15b_e1_vul_type_qlora,4aa5db37ee71edb78176f0fae3c49d25dc31c1738a580a8631a1634923537b80,compute_node_a,qlora,Qwen/Qwen2.5-Coder-1.5B-Instruct,formal_balanced721_qwen25coder15b_e1__vul_type__qlora,artifacts/configs/formal_balanced721_qwen25coder15b_e1__vul_type__qlora/config.json,vul_type
artifacts/configs/remote_qwen25coder14b_e1__has_vul__direct/config.json,remote_qwen25coder14b_e1_has_vul_direct,b2f7f05ba7a52aff13d574fa3347f77a0c9814312142fad3a735f80e98b58814,compute_node_c,direct,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__has_vul__direct,artifacts/configs/remote_qwen25coder14b_e1__has_vul__direct/config.json,has_vul
artifacts/configs/remote_qwen25coder14b_e1__has_vul__prompt/config.json,remote_qwen25coder14b_e1_has_vul_prompt,6c8756405a62979d4a574643f5e5b077f31e4059407c544572cde1fa4d8fee55,compute_node_c,prompt,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__has_vul__prompt,artifacts/configs/remote_qwen25coder14b_e1__has_vul__prompt/config.json,has_vul
artifacts/configs/remote_qwen25coder14b_e1__has_vul__qlora/config.json,remote_qwen25coder14b_e1_has_vul_qlora,287b5a8912af755a1492416382c88791ec823661ca4ce596e4761f899cbb7976,compute_node_c,qlora,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__has_vul__qlora,artifacts/configs/remote_qwen25coder14b_e1__has_vul__qlora/config.json,has_vul
artifacts/configs/remote_qwen25coder14b_e1__vul_line__direct/config.json,remote_qwen25coder14b_e1_vul_line_direct,4e5b5d4cacb634f02a3eb9c8d41a373587b6e24ea005b1d8ad8f3b2769107177,compute_node_c,direct,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__vul_line__direct,artifacts/configs/remote_qwen25coder14b_e1__vul_line__direct/config.json,vul_line
artifacts/configs/remote_qwen25coder14b_e1__vul_line__prompt/config.json,remote_qwen25coder14b_e1_vul_line_prompt,78598ee7523622182125b98d688f92035056dbbcc4698cadd571e51b342cd839,compute_node_c,prompt,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__vul_line__prompt,artifacts/configs/remote_qwen25coder14b_e1__vul_line__prompt/config.json,vul_line
artifacts/configs/remote_qwen25coder14b_e1__vul_line__qlora/config.json,remote_qwen25coder14b_e1_vul_line_qlora,10e9938832d7c51b3a06e513722c112ab295c883ea5ac48d4461c5ae475c8eda,compute_node_c,qlora,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__vul_line__qlora,artifacts/configs/remote_qwen25coder14b_e1__vul_line__qlora/config.json,vul_line
artifacts/configs/remote_qwen25coder14b_e1__vul_type__direct/config.json,remote_qwen25coder14b_e1_vul_type_direct,35c4963d54a05472a98a7daaca03ca787d036374ff72e9b1acd2afa74d98add1,compute_node_c,direct,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__vul_type__direct,artifacts/configs/remote_qwen25coder14b_e1__vul_type__direct/config.json,vul_type
artifacts/configs/remote_qwen25coder14b_e1__vul_type__prompt/config.json,remote_qwen25coder14b_e1_vul_type_prompt,ded20db163ff493d080c9054107c9b8615f33ce0ca1188f9ac8e2d33803b4de0,compute_node_c,prompt,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__vul_type__prompt,artifacts/configs/remote_qwen25coder14b_e1__vul_type__prompt/config.json,vul_type
artifacts/configs/remote_qwen25coder14b_e1__vul_type__qlora/config.json,remote_qwen25coder14b_e1_vul_type_qlora,5fb675cc256d9619ff8d166849fbca857f1f073c7c37dae8b9955b4c727d2260,compute_node_c,qlora,Qwen/Qwen2.5-Coder-14B-Instruct,remote_qwen25coder14b_e1__vul_type__qlora,artifacts/configs/remote_qwen25coder14b_e1__vul_type__qlora/config.json,vul_type
artifacts/configs/remote_qwen25coder32b_e1_gpu6__has_vul__direct/config.json,remote_qwen25coder32b_e1_gpu6_has_vul_direct,e44a16e10b9b0a97de3c96490880100db5ab4eb15015de8f7aea50e9c132eb26,compute_node_c,direct,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__has_vul__direct,artifacts/configs/remote_qwen25coder32b_e1_gpu6__has_vul__direct/config.json,has_vul
artifacts/configs/remote_qwen25coder32b_e1_gpu6__has_vul__prompt/config.json,remote_qwen25coder32b_e1_gpu6_has_vul_prompt,c83491b9ec59062b84c336ce41d91e090e4310514d5db4544fff2def08ef474d,compute_node_c,prompt,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__has_vul__prompt,artifacts/configs/remote_qwen25coder32b_e1_gpu6__has_vul__prompt/config.json,has_vul
artifacts/configs/remote_qwen25coder32b_e1_gpu6__has_vul__qlora/config.json,remote_qwen25coder32b_e1_gpu6_has_vul_qlora,7d7346af08e777c65a6352b46cec6a03f2060438693b48071d7a386ff94532cc,compute_node_c,qlora,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__has_vul__qlora,artifacts/configs/remote_qwen25coder32b_e1_gpu6__has_vul__qlora/config.json,has_vul
artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_line__direct/config.json,remote_qwen25coder32b_e1_gpu6_vul_line_direct,91b2e389603e1e76a96b12411deb641557e6fe59c658b526e7d61d594927bd90,compute_node_c,direct,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__vul_line__direct,artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_line__direct/config.json,vul_line
artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_line__prompt/config.json,remote_qwen25coder32b_e1_gpu6_vul_line_prompt,1fb0bfb042a6481c3f5f2c53403a0b1846a25fbd97aaf7a025cb866863ce279c,compute_node_c,prompt,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__vul_line__prompt,artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_line__prompt/config.json,vul_line
artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_line__qlora/config.json,remote_qwen25coder32b_e1_gpu6_vul_line_qlora,5982091096d0ce68248ceaded401cc488937df749c5ce20c8fe1a6639f4ed645,compute_node_c,qlora,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__vul_line__qlora,artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_line__qlora/config.json,vul_line
artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_type__direct/config.json,remote_qwen25coder32b_e1_gpu6_vul_type_direct,54fe0f52d1821dce199a4613fb381bbb27d5819d36d695db6724b7bc3e6aa74f,compute_node_c,direct,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__vul_type__direct,artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_type__direct/config.json,vul_type
artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_type__prompt/config.json,remote_qwen25coder32b_e1_gpu6_vul_type_prompt,0de319ae45aefe619f60b22e44e87f46dfcc2910e8e4a4e1898a5b60dcfe660c,compute_node_c,prompt,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__vul_type__prompt,artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_type__prompt/config.json,vul_type
artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_type__qlora/config.json,remote_qwen25coder32b_e1_gpu6_vul_type_qlora,64a0e7c4f61df748d931b8c91de0e1a755c52a11ab6cf4690819032c64cb8765,compute_node_c,qlora,Qwen/Qwen2.5-Coder-32B-Instruct,remote_qwen25coder32b_e1_gpu6__vul_type__qlora,artifacts/configs/remote_qwen25coder32b_e1_gpu6__vul_type__qlora/config.json,vul_type
artifacts/configs/machine_a_qwen25coder3b_e1__has_vul__direct/config.json,machine_a_qwen25coder3b_e1_has_vul_direct,f8bfdd47d05e940d5b03a9cad02f4da9bd3d633a2ac728b1f21f27225e227b57,compute_node_a,direct,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__has_vul__direct,artifacts/configs/machine_a_qwen25coder3b_e1__has_vul__direct/config.json,has_vul
artifacts/configs/machine_c_qwen25coder3b_full_e1__has_vul__full/config.json,machine_c_qwen25coder3b_full_e1_has_vul_full,8a19e61aa975f1395e79f0073a337ebf1335c93c431d1b9aeff7650fcd3005b7,compute_node_c,full,Qwen/Qwen2.5-Coder-3B-Instruct,machine_c_qwen25coder3b_full_e1__has_vul__full,artifacts/configs/machine_c_qwen25coder3b_full_e1__has_vul__full/config.json,has_vul
artifacts/configs/machine_a_qwen25coder3b_e1__has_vul__prompt/config.json,machine_a_qwen25coder3b_e1_has_vul_prompt,c49a48ff457f4db160e4644ab13a893da53d973c9d89c0d844670562368c70dd,compute_node_a,prompt,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__has_vul__prompt,artifacts/configs/machine_a_qwen25coder3b_e1__has_vul__prompt/config.json,has_vul
artifacts/configs/machine_a_qwen25coder3b_e1__has_vul__qlora/config.json,machine_a_qwen25coder3b_e1_has_vul_qlora,707002965f6cb191bc51f56499ffee7d7e361f883573ffc0501339248f0e2928,compute_node_a,qlora,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__has_vul__qlora,artifacts/configs/machine_a_qwen25coder3b_e1__has_vul__qlora/config.json,has_vul
artifacts/configs/machine_a_qwen25coder3b_e1__vul_line__direct/config.json,machine_a_qwen25coder3b_e1_vul_line_direct,65fc33ddc6c5bbb6bd66ae2b9f4171389ef492ca54bff3b3c6be17e762a31937,compute_node_a,direct,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__vul_line__direct,artifacts/configs/machine_a_qwen25coder3b_e1__vul_line__direct/config.json,vul_line
artifacts/configs/machine_c_qwen25coder3b_full_e1__vul_line__full/config.json,machine_c_qwen25coder3b_full_e1_vul_line_full,e0860ffd66afa0e7829654d54846bed078830753e544b29649d1210dca8f0342,compute_node_c,full,Qwen/Qwen2.5-Coder-3B-Instruct,machine_c_qwen25coder3b_full_e1__vul_line__full,artifacts/configs/machine_c_qwen25coder3b_full_e1__vul_line__full/config.json,vul_line
artifacts/configs/machine_a_qwen25coder3b_e1__vul_line__prompt/config.json,machine_a_qwen25coder3b_e1_vul_line_prompt,353f4e3dcec4230d34edba1fa8bf4c340aa22e9036da56aa8fb789438b4b67f4,compute_node_a,prompt,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__vul_line__prompt,artifacts/configs/machine_a_qwen25coder3b_e1__vul_line__prompt/config.json,vul_line
artifacts/configs/machine_a_qwen25coder3b_e1__vul_line__qlora/config.json,machine_a_qwen25coder3b_e1_vul_line_qlora,15668191d7764d3a2dc975e268afe5684d3dd5bc7d8717a7c2eccf0ec1c40ec4,compute_node_a,qlora,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__vul_line__qlora,artifacts/configs/machine_a_qwen25coder3b_e1__vul_line__qlora/config.json,vul_line
artifacts/configs/machine_a_qwen25coder3b_e1__vul_type__direct/config.json,machine_a_qwen25coder3b_e1_vul_type_direct,ad19050c8b4d112077ee6915a0c44dbeaa5bf135d406dd86accdf9b1fe54c504,compute_node_a,direct,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__vul_type__direct,artifacts/configs/machine_a_qwen25coder3b_e1__vul_type__direct/config.json,vul_type
artifacts/configs/machine_c_qwen25coder3b_full_e1__vul_type__full/config.json,machine_c_qwen25coder3b_full_e1_vul_type_full,0526859faff757601de98585304f9d3851e761081121dc416a3763cad534efbf,compute_node_c,full,Qwen/Qwen2.5-Coder-3B-Instruct,machine_c_qwen25coder3b_full_e1__vul_type__full,artifacts/configs/machine_c_qwen25coder3b_full_e1__vul_type__full/config.json,vul_type
artifacts/configs/machine_a_qwen25coder3b_e1__vul_type__prompt/config.json,machine_a_qwen25coder3b_e1_vul_type_prompt,696cee626039e3202cddd79c792abdcd4e329a96a5a70bdc84194ca5ee278624,compute_node_a,prompt,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__vul_type__prompt,artifacts/configs/machine_a_qwen25coder3b_e1__vul_type__prompt/config.json,vul_type
artifacts/configs/machine_a_qwen25coder3b_e1__vul_type__qlora/config.json,machine_a_qwen25coder3b_e1_vul_type_qlora,29d39ece004a68be329482d9aecc142a95932c6d4612d9f374e926fcf2a67650,compute_node_a,qlora,Qwen/Qwen2.5-Coder-3B-Instruct,machine_a_qwen25coder3b_e1__vul_type__qlora,artifacts/configs/machine_a_qwen25coder3b_e1__vul_type__qlora/config.json,vul_type
artifacts/configs/remote_qwen25coder7b_e1__has_vul__direct/config.json,remote_qwen25coder7b_e1_has_vul_direct,699957de8bc25635a9ef9fc168ea52dc1f6db7de86cfccb53c339626b8d2467d,compute_node_c,direct,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__has_vul__direct,artifacts/configs/remote_qwen25coder7b_e1__has_vul__direct/config.json,has_vul
artifacts/configs/remote_qwen25coder7b_e1__has_vul__prompt/config.json,remote_qwen25coder7b_e1_has_vul_prompt,bf08e0581e72bb5536be333c224ba2f6c07fbcc1c909f919617a7df01ab49d89,compute_node_c,prompt,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__has_vul__prompt,artifacts/configs/remote_qwen25coder7b_e1__has_vul__prompt/config.json,has_vul
artifacts/configs/remote_qwen25coder7b_e1__has_vul__qlora/config.json,remote_qwen25coder7b_e1_has_vul_qlora,5d927500aeeb9df3c1b2c3005acd0728ff9213a7703710f13fe8d2fab1af7ecf,compute_node_c,qlora,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__has_vul__qlora,artifacts/configs/remote_qwen25coder7b_e1__has_vul__qlora/config.json,has_vul
artifacts/configs/remote_qwen25coder7b_e1__vul_line__direct/config.json,remote_qwen25coder7b_e1_vul_line_direct,be06ee8ce78459bd20f20302ee515a2b0b7208543d401ffb25df85a9da2ab4b3,compute_node_c,direct,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__vul_line__direct,artifacts/configs/remote_qwen25coder7b_e1__vul_line__direct/config.json,vul_line
artifacts/configs/remote_qwen25coder7b_e1__vul_line__prompt/config.json,remote_qwen25coder7b_e1_vul_line_prompt,fc2aac92f96a1651015d234bfe8a4a0330c63b19df3533ee0c816449af45ad70,compute_node_c,prompt,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__vul_line__prompt,artifacts/configs/remote_qwen25coder7b_e1__vul_line__prompt/config.json,vul_line
artifacts/configs/remote_qwen25coder7b_e1__vul_line__qlora/config.json,remote_qwen25coder7b_e1_vul_line_qlora,4f68f8bbd1f14867b8c718156a3de634ea754fe7900f4292d8416bdfc2cdf96d,compute_node_c,qlora,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__vul_line__qlora,artifacts/configs/remote_qwen25coder7b_e1__vul_line__qlora/config.json,vul_line
artifacts/configs/remote_qwen25coder7b_e1__vul_type__direct/config.json,remote_qwen25coder7b_e1_vul_type_direct,db02204eb62518f960be7f97b295213f05a159fd7dcecf2549d64528737cf372,compute_node_c,direct,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__vul_type__direct,artifacts/configs/remote_qwen25coder7b_e1__vul_type__direct/config.json,vul_type
artifacts/configs/remote_qwen25coder7b_e1__vul_type__prompt/config.json,remote_qwen25coder7b_e1_vul_type_prompt,a6d311abdd1787ab4ec8c14b55469840881913188192b45b858a822faf042ede,compute_node_c,prompt,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__vul_type__prompt,artifacts/configs/remote_qwen25coder7b_e1__vul_type__prompt/config.json,vul_type
artifacts/configs/remote_qwen25coder7b_e1__vul_type__qlora/config.json,remote_qwen25coder7b_e1_vul_type_qlora,72d1af3175fcd9f505750436ba29421304cb7ac4c4801aeef3395965455a00c2,compute_node_c,qlora,Qwen/Qwen2.5-Coder-7B-Instruct,remote_qwen25coder7b_e1__vul_type__qlora,artifacts/configs/remote_qwen25coder7b_e1__vul_type__qlora/config.json,vul_type
artifacts/configs/machine_b_codet5_base_full_e1__has_vul__full/config.json,machine_b_codet5_base_full_e1_has_vul_full,973fb6083d4c957f5d3fe39cb1259179650341cfc8931a7b023d246537af15e1,compute_node_b,full,Salesforce/codet5-base,machine_b_codet5_base_full_e1__has_vul__full,artifacts/configs/machine_b_codet5_base_full_e1__has_vul__full/config.json,has_vul
artifacts/configs/machine_b_codet5_base_full_e1__vul_type__full/config.json,machine_b_codet5_base_full_e1_vul_type_full,465471374b9b4c9e49f4da8b065946488b3b6992791396d97aa3a85839451a0a,compute_node_b,full,Salesforce/codet5-base,machine_b_codet5_base_full_e1__vul_type__full,artifacts/configs/machine_b_codet5_base_full_e1__vul_type__full/config.json,vul_type
artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_line__direct/config.json,machine_a_wizardcoder_python_7b_e1_vul_line_direct,4534260deaedb20ebc00c70af6064d20cac6412f77d0a5f2c6472cae18c4b341,compute_node_a,direct,WizardLM/WizardCoder-Python-7B-V1.0,machine_a_wizardcoder_python_7b_e1__vul_line__direct,artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_line__direct/config.json,vul_line
